Loan_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Purpose,Interest_Rate,Loan_Term,Income,Employment_Type,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,Application_Status,Default_Status,Repayment_Status,Branch,State,Gender
L102931,C52985,2023-02-04,192099,Education,8.08,60,113707.0,Business Owner,833.0,2,33.2,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Male
L102932,C51518,2024-07-13,568906,Business,20.6,12,162611.0,Freelancer,362.0,0,56.7,Rejected,Default,On Time,Mumbai,Delhi,Female
L102933,C50977,2024-12-29,1505144,Home,21.56,36,32002.0,Freelancer,337.0,3,37.3,Rejected,No Default,Missed,Mumbai,Karnataka,Female
L102934,C52562,2024-05-26,1986330,Home,22.46,24,197150.0,Business Owner,340.0,2,23.2,Pending,No Default,Delayed,Mumbai,Karnataka,Female
L102935,C52793,2023-01-29,851358,Home,15.45,36,158536.0,Business Owner,596.0,5,43.9,Approved,No Default,Delayed,Delhi,Karnataka,Female
L102936,C50574,2023-06-27,1790959,Business,14.8,36,178361.0,Self-employed,419.0,5,54.9,Pending,Default,On Time,Hyderabad,Telangana,Female
L102937,C52524,2024-09-23,1739245,Vehicle,16.6,60,96387.0,Salaried,438.0,0,43.5,Rejected,Default,Missed,Chennai,Telangana,Male
L102938,C52763,2023-02-01,719713,Home,16.73,12,190396.0,Business Owner,334.0,0,14.8,Rejected,Default,Missed,Hyderabad,Maharashtra,Female
L102939,C51547,2023-11-06,1180424,Education,22.27,60,37108.0,Salaried,326.0,4,6.6,Rejected,No Default,Missed,Delhi,Maharashtra,Male
L102940,C50592,2023-01-27,952350,Education,17.27,36,57384.0,Self-employed,437.0,1,32.6,Rejected,Default,Delayed,Hyderabad,Karnataka,Male
L102941,C52850,2024-10-28,547331,Vehicle,14.56,24,119778.0,Self-employed,679.0,5,40.2,Approved,No Default,On Time,Hyderabad,Karnataka,Female
L102942,C52783,2024-03-17,1990838,Vehicle,13.98,60,68260.0,Salaried,806.0,3,44.2,Approved,No Default,Delayed,Chennai,Telangana,Female
L102943,C50510,2024-01-29,697078,Business,12.89,60,147878.0,Business Owner,775.0,4,33.9,Approved,No Default,Delayed,Mumbai,Karnataka,Female
L102944,C52716,2023-06-16,549726,Personal,12.85,36,37787.0,Freelancer,424.0,3,31.2,Rejected,Default,Delayed,Bangalore,Telangana,Male
L102945,C52340,2024-01-10,1653711,Education,9.95,36,181809.0,Business Owner,371.0,1,26.8,Pending,No Default,Missed,Hyderabad,Delhi,Male
L102946,C53095,2023-05-20,478720,Business,16.74,36,149744.0,Freelancer,477.0,2,35.8,Rejected,No Default,Missed,Bangalore,Delhi,Male
L102947,C51017,2023-02-06,439229,Home,7.81,60,52036.0,Self-employed,747.0,5,39.1,Approved,No Default,Missed,Delhi,Tamil Nadu,Male
L102948,C51903,2023-05-27,1421790,Home,10.5,12,102146.0,Salaried,838.0,0,40.6,Approved,No Default,Missed,Mumbai,Maharashtra,Male
L102949,C53005,2024-05-29,1939205,Home,16.07,12,56027.0,Business Owner,471.0,2,31.9,Rejected,No Default,On Time,Delhi,Karnataka,Male
L102950,C50743,2024-09-30,430510,Business,9.92,36,140689.0,Salaried,652.0,3,22.6,Approved,No Default,Missed,Chennai,Karnataka,Male
L102951,C50100,2023-04-19,1988241,Education,18.65,24,122451.0,Freelancer,651.0,4,24.4,Approved,Default,On Time,Chennai,Delhi,Female
L102952,C50504,2024-07-22,1261481,Education,16.02,36,147725.0,Salaried,343.0,4,19.5,Pending,No Default,Delayed,Delhi,Maharashtra,Female
L102953,C50235,2024-12-31,1207581,Home,12.04,12,185846.0,Business Owner,429.0,4,34.2,Rejected,Default,Missed,Mumbai,Karnataka,Male
L102954,C51677,2024-10-05,1948973,Vehicle,10.69,24,131605.0,Business Owner,656.0,0,20.5,Approved,No Default,Delayed,Hyderabad,Tamil Nadu,Female
L102955,C50141,2024-06-10,1936001,Personal,16.08,24,51510.0,Salaried,604.0,1,54.5,Pending,No Default,Delayed,Mumbai,Maharashtra,Male
L102956,C51147,2024-10-02,1031753,Education,15.68,12,176407.0,Salaried,300.0,5,26.0,Pending,No Default,Delayed,Delhi,Maharashtra,Female
L102957,C52342,2023-03-24,1391535,Personal,12.4,60,169794.0,Freelancer,312.0,5,58.7,Pending,Default,On Time,Hyderabad,Karnataka,Female
L102958,C50697,2023-02-04,144400,Vehicle,19.58,12,64858.0,Self-employed,601.0,1,56.9,Rejected,No Default,Missed,Mumbai,Maharashtra,Female
L102959,C50245,2024-02-21,1045162,Vehicle,18.61,36,151604.0,Freelancer,673.0,2,17.8,Approved,No Default,Delayed,Mumbai,Tamil Nadu,Female
L102960,C51707,2023-04-12,1915333,Vehicle,12.41,24,169147.0,Business Owner,700.0,3,54.2,Rejected,No Default,On Time,Delhi,Telangana,Female
L102961,C51233,2023-07-14,825050,Home,16.9,36,38214.0,Business Owner,433.0,3,42.8,Rejected,Default,Missed,Mumbai,Delhi,Female
L102962,C50677,2023-03-07,1166528,Education,14.87,36,177779.0,Salaried,674.0,3,46.2,Approved,No Default,Delayed,Delhi,Delhi,Male
L102963,C51694,2023-05-17,899358,Home,9.0,36,63927.0,Business Owner,797.0,0,37.4,Approved,No Default,Delayed,Delhi,Maharashtra,Male
L102964,C50687,2023-11-19,405528,Vehicle,20.1,12,171556.0,Salaried,663.0,3,43.6,Approved,No Default,Delayed,Delhi,Tamil Nadu,Female
L102965,C52778,2023-12-04,151153,Vehicle,18.16,24,151264.0,Salaried,501.0,3,28.2,Rejected,Default,Missed,Mumbai,Maharashtra,Male
L102966,C53165,2023-06-29,1659185,Business,8.33,60,91805.0,Salaried,529.0,2,44.0,Rejected,Default,Missed,Bangalore,Karnataka,Female
L102967,C53297,2023-05-24,1737795,Personal,17.86,36,118732.0,Freelancer,592.0,3,55.5,Rejected,Default,Missed,Delhi,Delhi,Male
L102968,C53052,2024-12-31,716905,Personal,19.21,36,129743.0,Self-employed,383.0,4,25.7,Rejected,No Default,On Time,Chennai,Delhi,Male
L102969,C52014,2024-07-11,1683253,Education,14.69,24,122564.0,Self-employed,575.0,1,34.4,Pending,Default,Delayed,Delhi,Telangana,Male
L102970,C51432,2024-01-23,47261,Vehicle,9.63,36,139393.0,Business Owner,544.0,3,22.1,Pending,No Default,Delayed,Chennai,Delhi,Male
L102971,C52288,2024-07-19,680195,Home,16.19,24,199755.0,Business Owner,472.0,4,8.5,Pending,No Default,Missed,Hyderabad,Tamil Nadu,Male
L102972,C50305,2024-04-01,497696,Education,18.27,60,172505.0,Self-employed,617.0,4,45.1,Approved,Default,Delayed,Mumbai,Telangana,Female
L102973,C51205,2024-05-06,54518,Personal,11.45,60,89121.0,Self-employed,577.0,3,43.3,Rejected,No Default,Delayed,Bangalore,Tamil Nadu,Male
L102974,C51510,2024-01-25,1923066,Education,10.62,24,178464.0,Business Owner,850.0,0,32.0,Approved,No Default,Missed,Delhi,Maharashtra,Male
L102975,C50873,2023-09-30,439215,Business,10.95,60,97142.0,Freelancer,741.0,5,37.0,Approved,No Default,Delayed,Chennai,Maharashtra,Female
L102976,C51355,2024-09-01,1817782,Education,13.86,12,107671.0,Business Owner,307.0,5,27.9,Rejected,No Default,On Time,Chennai,Tamil Nadu,Female
L102977,C50758,2023-12-05,630887,Home,8.04,60,179745.0,Business Owner,472.0,1,26.0,Pending,No Default,Missed,Hyderabad,Telangana,Male
L102978,C50946,2024-01-12,889917,Business,19.09,12,190596.0,Self-employed,387.0,2,10.8,Pending,Default,Missed,Hyderabad,Maharashtra,Male
L102979,C52340,2023-03-09,1924594,Home,15.09,12,169967.0,Business Owner,509.0,3,53.2,Rejected,No Default,Missed,Mumbai,Tamil Nadu,Male
L102980,C50780,2023-04-14,265484,Education,10.85,24,81327.0,Salaried,740.0,2,59.3,Rejected,No Default,Missed,Chennai,Tamil Nadu,Female
L102981,C52824,2023-06-24,1476001,Personal,7.85,36,192005.0,Freelancer,592.0,5,18.2,Approved,Default,Missed,Mumbai,Tamil Nadu,Male
L102982,C52115,2024-01-09,1740067,Personal,17.42,24,36720.0,Business Owner,420.0,5,45.9,Pending,Default,Missed,Delhi,Tamil Nadu,Female
L102983,C51842,2024-11-14,1494459,Vehicle,9.93,36,94447.0,Self-employed,749.0,1,32.3,Approved,No Default,Missed,Chennai,Maharashtra,Male
L102984,C52162,2024-04-18,1154737,Personal,16.97,12,32960.0,Business Owner,347.0,3,27.0,Rejected,Default,On Time,Chennai,Karnataka,Male
L102985,C53440,2023-12-24,1238441,Home,9.28,24,86656.0,Freelancer,628.0,4,57.6,Rejected,Default,Delayed,Delhi,Maharashtra,Male
L102986,C50788,2024-06-04,283150,Business,9.39,12,79890.0,Salaried,695.0,2,17.7,Approved,No Default,Delayed,Hyderabad,Karnataka,Male
L102987,C52984,2023-01-23,1629921,Vehicle,16.65,60,194096.0,Freelancer,771.0,4,23.3,Approved,No Default,On Time,Bangalore,Karnataka,Male
L102988,C50361,2024-09-29,851819,Business,13.35,12,166781.0,Business Owner,783.0,1,30.6,Approved,No Default,Delayed,Hyderabad,Maharashtra,Male
L102989,C51633,2024-02-04,865998,Personal,19.7,12,132309.0,Freelancer,497.0,2,37.4,Pending,No Default,On Time,Hyderabad,Telangana,Female
L102990,C50536,2023-07-04,1146125,Business,16.59,12,155662.0,Self-employed,310.0,1,48.1,Rejected,Default,On Time,Bangalore,Maharashtra,Female
L102991,C50690,2023-04-11,1833128,Education,20.81,36,116452.0,Salaried,402.0,3,18.7,Rejected,No Default,Delayed,Mumbai,Maharashtra,Female
L102992,C53429,2024-01-02,721599,Education,10.55,24,31194.0,Salaried,757.0,1,57.3,Pending,No Default,Delayed,Delhi,Maharashtra,Female
L102993,C52781,2023-10-14,1879057,Education,19.32,36,123314.0,Freelancer,816.0,1,8.5,Approved,No Default,Missed,Bangalore,Karnataka,Male
L102994,C52917,2024-10-26,676226,Education,8.76,24,39133.0,Salaried,326.0,4,59.0,Rejected,No Default,Missed,Bangalore,Tamil Nadu,Female
L102995,C51447,2023-10-19,559400,Education,10.94,12,134728.0,Self-employed,302.0,4,42.5,Pending,Default,Missed,Delhi,Tamil Nadu,Male
L102996,C52234,2024-05-04,754208,Vehicle,11.59,12,49048.0,Business Owner,742.0,4,8.6,Approved,No Default,Missed,Delhi,Delhi,Female
L102997,C52653,2024-12-17,1588401,Vehicle,22.17,36,,Freelancer,465.0,4,6.8,Pending,No Default,On Time,Chennai,Delhi,Female
L102998,C51169,2023-12-07,91673,Personal,18.24,24,154057.0,Self-employed,389.0,4,23.1,Rejected,No Default,Delayed,Chennai,Karnataka,Male
L102999,C50851,2024-04-05,1014828,Home,13.61,12,46210.0,Freelancer,770.0,5,26.6,Approved,No Default,On Time,Bangalore,Karnataka,Female
L103000,C51643,2023-01-20,223189,Education,10.83,24,21145.0,Business Owner,618.0,4,57.6,Rejected,No Default,Missed,Bangalore,Tamil Nadu,Male
L103001,C50182,2023-03-11,272879,Personal,14.92,12,32797.0,Self-employed,438.0,1,21.0,Rejected,Default,Missed,Delhi,Karnataka,Male
L103002,C50176,2024-01-25,53882,Personal,20.34,12,47252.0,Freelancer,650.0,4,21.0,Approved,No Default,Missed,Bangalore,Karnataka,Male
L103003,C53490,2023-03-20,1099991,Education,19.9,60,194023.0,Business Owner,514.0,2,20.8,Rejected,No Default,On Time,Hyderabad,Maharashtra,Female
L103004,C52098,2023-07-09,989463,Business,18.2,36,39855.0,Self-employed,733.0,2,9.7,Approved,No Default,Delayed,Chennai,Tamil Nadu,Male
L103005,C52075,2024-08-31,60428,Education,17.36,12,55121.0,Self-employed,637.0,5,42.3,Approved,No Default,Delayed,Mumbai,Delhi,Female
L103006,C52250,2024-10-02,229427,Home,16.56,36,39368.0,Self-employed,524.0,1,24.4,Pending,No Default,Missed,Bangalore,Telangana,Male
L103007,C50968,2024-08-01,1826513,Personal,20.27,24,51749.0,Business Owner,734.0,5,12.7,Approved,Default,On Time,Mumbai,Maharashtra,Female
L103008,C52631,2023-06-05,1649384,Business,10.86,60,26785.0,Business Owner,470.0,1,39.4,Rejected,No Default,On Time,Hyderabad,Tamil Nadu,Female
L103009,C51586,2024-01-23,572549,Personal,12.01,36,140544.0,Self-employed,826.0,2,54.0,Rejected,No Default,On Time,Hyderabad,Tamil Nadu,Male
L103010,C52330,2023-08-15,1840178,Personal,22.33,12,123638.0,Salaried,648.0,4,10.2,Approved,No Default,Missed,Delhi,Tamil Nadu,Female
L103011,C51106,2024-06-01,223205,Personal,17.58,36,86077.0,Business Owner,632.0,3,10.9,Approved,No Default,On Time,Delhi,Delhi,Female
L103012,C50102,2024-06-20,1261533,Vehicle,17.6,24,128362.0,Freelancer,357.0,0,52.4,Rejected,Default,On Time,Hyderabad,Tamil Nadu,Male
L103013,C50963,2023-01-06,1123222,Business,21.44,60,147841.0,Freelancer,310.0,5,5.8,Pending,Default,Delayed,Delhi,Maharashtra,Male
L103014,C51849,2024-06-17,1116575,Personal,21.71,12,35410.0,Freelancer,581.0,4,39.6,Approved,Default,Missed,Hyderabad,Karnataka,Female
L103015,C52072,2024-08-18,1814524,Home,16.62,36,42318.0,Self-employed,468.0,3,56.0,Pending,No Default,On Time,Delhi,Tamil Nadu,Male
L103016,C53046,2024-03-14,1233607,Home,17.57,24,86048.0,Self-employed,325.0,1,30.6,Rejected,No Default,On Time,Delhi,Karnataka,Female
L103017,C50952,2023-07-15,1472113,Vehicle,18.52,12,38655.0,Freelancer,586.0,4,44.0,Approved,No Default,On Time,Delhi,Telangana,Male
L103018,C51758,2023-01-17,1274459,Home,14.15,12,106757.0,Salaried,557.0,3,9.7,Pending,Default,Missed,Bangalore,Tamil Nadu,Female
L103019,C51882,2024-09-09,1922301,Business,19.44,12,34975.0,Self-employed,790.0,1,29.2,Approved,No Default,Delayed,Delhi,Delhi,Male
L103020,C52133,2024-11-10,1493341,Education,18.03,12,136870.0,Self-employed,513.0,0,15.7,Rejected,Default,On Time,Delhi,Delhi,Female
L103021,C52314,2024-04-04,479301,Vehicle,13.1,12,38368.0,Freelancer,731.0,5,35.1,Approved,No Default,Delayed,Mumbai,Telangana,Female
L103022,C52199,2023-10-01,913663,Personal,17.18,36,128559.0,Salaried,332.0,4,31.7,Pending,Default,Delayed,Mumbai,Delhi,Male
L103023,C51217,2023-08-06,681529,Business,21.94,60,89874.0,Freelancer,806.0,4,40.2,Approved,Default,Missed,Mumbai,Maharashtra,Male
L103024,C52517,2024-09-09,1175405,Personal,9.37,24,163036.0,Business Owner,592.0,0,30.7,Approved,Default,Delayed,Mumbai,Telangana,Male
L103025,C52748,2023-10-19,66666,Home,10.89,24,21363.0,Self-employed,573.0,3,25.1,Rejected,Default,Missed,Hyderabad,Maharashtra,Female
L103026,C52934,2024-12-07,1160234,Personal,12.29,60,121507.0,Business Owner,702.0,2,7.5,Approved,No Default,Missed,Hyderabad,Tamil Nadu,Female
L103027,C52746,2024-03-25,1420576,Home,12.22,12,41959.0,Business Owner,511.0,4,47.8,Rejected,No Default,Missed,Hyderabad,Delhi,Female
L103028,C51633,2023-09-13,1275305,Education,12.87,60,125991.0,Self-employed,534.0,0,21.1,Pending,No Default,On Time,Mumbai,Karnataka,Male
L103029,C53095,2023-06-24,840364,Vehicle,15.6,60,167542.0,Salaried,405.0,4,57.8,Pending,Default,Delayed,Chennai,Maharashtra,Female
L103030,C53012,2024-02-22,1567097,Vehicle,13.99,24,140320.0,Salaried,579.0,0,53.9,Pending,Default,Delayed,Mumbai,Delhi,Male
L103031,C50677,2023-10-07,1003435,Personal,10.44,60,32224.0,Self-employed,551.0,5,55.7,Rejected,No Default,On Time,Hyderabad,Maharashtra,Male
L103032,C52636,2023-12-31,749316,Business,13.55,12,172176.0,Self-employed,627.0,2,58.1,Pending,No Default,Delayed,Chennai,Delhi,Female
L103033,C50237,2024-09-15,107238,Education,15.74,24,66864.0,Salaried,671.0,5,7.1,Approved,No Default,On Time,Delhi,Telangana,Female
L103034,C51769,2024-06-13,1249476,Business,10.25,36,111541.0,Freelancer,751.0,1,17.7,Approved,No Default,On Time,Chennai,Maharashtra,Male
L103035,C50802,2023-05-28,945855,Home,19.02,60,163343.0,Salaried,700.0,0,32.6,Approved,No Default,On Time,Hyderabad,Tamil Nadu,Female
L103036,C51262,2023-07-10,556965,Business,17.52,36,47251.0,Business Owner,317.0,2,41.8,Pending,Default,Delayed,Mumbai,Delhi,Female
L103037,C53173,2024-06-10,1220461,Vehicle,9.78,12,43557.0,Business Owner,706.0,2,11.0,Approved,No Default,On Time,Delhi,Karnataka,Male
L103038,C52363,2023-10-07,645310,Education,7.83,36,174678.0,Self-employed,628.0,3,33.6,Approved,No Default,On Time,Chennai,Telangana,Female
L103039,C51381,2023-06-30,1918142,Personal,19.2,60,92560.0,Salaried,553.0,3,37.1,Rejected,Default,Delayed,Delhi,Maharashtra,Male
L103040,C53480,2023-09-03,1058602,Home,10.73,24,124474.0,Business Owner,824.0,1,49.4,Approved,No Default,Missed,Hyderabad,Tamil Nadu,Female
L103041,C52654,2023-10-20,1425094,Personal,22.03,60,128623.0,Self-employed,473.0,5,44.3,Pending,No Default,Missed,Hyderabad,Maharashtra,Male
L103042,C50108,2024-07-05,1186504,Personal,8.53,12,34697.0,Freelancer,322.0,0,30.7,Pending,Default,Delayed,Chennai,Maharashtra,Male
L103043,C51825,2023-10-25,836954,Home,17.65,60,72006.0,Salaried,677.0,3,48.0,Approved,No Default,Missed,Mumbai,Delhi,Female
L103044,C53238,2023-12-07,964879,Vehicle,9.47,60,188610.0,Freelancer,555.0,5,43.0,Pending,No Default,Delayed,Mumbai,Maharashtra,Female
L103045,C51077,2024-08-31,567231,Home,11.84,36,74293.0,Business Owner,451.0,4,58.2,Pending,No Default,Missed,Chennai,Tamil Nadu,Male
L103046,C53120,2023-12-10,1874992,Business,9.73,12,87983.0,Freelancer,411.0,2,32.5,Pending,Default,Delayed,Chennai,Telangana,Male
L103047,C53012,2024-07-05,164408,Business,15.55,36,120758.0,Business Owner,820.0,2,33.2,Approved,No Default,Missed,Mumbai,Delhi,Male
L103048,C50164,2024-07-09,1353086,Personal,16.88,60,182303.0,Freelancer,305.0,3,33.9,Pending,No Default,Delayed,Hyderabad,Tamil Nadu,Female
L103049,C51881,2024-04-11,1282242,Personal,17.92,60,84181.0,Business Owner,599.0,4,35.5,Approved,Default,On Time,Hyderabad,Delhi,Male
L103050,C50228,2023-10-24,464061,Vehicle,10.96,12,166030.0,Business Owner,763.0,5,21.8,Approved,Default,Delayed,Delhi,Maharashtra,Male
L103051,C53351,2023-10-20,222234,Business,21.65,36,68170.0,Self-employed,846.0,0,38.6,Approved,No Default,Missed,Hyderabad,Maharashtra,Female
L103052,C50040,2024-02-22,1771670,Vehicle,16.58,36,159244.0,Self-employed,744.0,5,21.5,Approved,Default,On Time,Delhi,Delhi,Male
L103053,C51577,2024-12-26,1528604,Personal,9.15,12,101571.0,Self-employed,804.0,2,46.3,Approved,No Default,Missed,Hyderabad,Karnataka,Male
L103054,C50792,2024-05-27,1714316,Personal,17.07,24,94444.0,Self-employed,800.0,3,9.9,Approved,Default,Delayed,Hyderabad,Telangana,Female
L103055,C51267,2023-09-07,1529224,Vehicle,13.4,36,154881.0,Salaried,792.0,0,52.3,Pending,No Default,Missed,Mumbai,Maharashtra,Male
L103056,C53406,2023-12-14,1077290,Business,21.36,12,128522.0,Salaried,315.0,3,28.3,Rejected,Default,Delayed,Delhi,Telangana,Male
L103057,C51005,2023-01-19,24717,Education,8.12,60,37303.0,Self-employed,467.0,5,54.6,Rejected,No Default,On Time,Hyderabad,Maharashtra,Female
L103058,C52761,2024-02-23,599816,Education,7.82,12,88800.0,Salaried,495.0,4,22.9,Rejected,No Default,Delayed,Bangalore,Maharashtra,Female
L103059,C51108,2023-01-27,193553,Vehicle,13.24,60,115000.0,Business Owner,598.0,3,55.0,Rejected,Default,On Time,Delhi,Karnataka,Male
L103060,C51807,2024-09-25,1229805,Education,21.38,60,182424.0,Self-employed,439.0,4,54.3,Pending,No Default,Delayed,Chennai,Maharashtra,Female
L103061,C51411,2024-03-31,1305850,Personal,11.65,36,186598.0,Salaried,504.0,5,22.8,Pending,Default,Delayed,Delhi,Delhi,Male
L103062,C52985,2024-12-30,1856662,Education,21.0,36,103665.0,Freelancer,667.0,5,10.1,Approved,No Default,Missed,Bangalore,Maharashtra,Male
L103063,C50029,2024-11-01,823707,Vehicle,10.91,12,24137.0,Freelancer,318.0,5,58.3,Pending,Default,On Time,Chennai,Delhi,Female
L103064,C50675,2024-03-09,1048684,Education,11.48,60,176507.0,Business Owner,827.0,1,23.5,Approved,No Default,Delayed,Mumbai,Maharashtra,Male
L103065,C51596,2023-02-12,692122,Education,19.63,24,92397.0,Business Owner,325.0,3,17.3,Pending,Default,On Time,Delhi,Maharashtra,Male
L103066,C50448,2024-06-08,579447,Education,16.75,24,183885.0,Freelancer,389.0,4,27.9,Rejected,No Default,Missed,Bangalore,Tamil Nadu,Female
L103067,C50124,2024-12-08,791954,Business,12.21,60,75297.0,Freelancer,511.0,3,51.7,Rejected,Default,Delayed,Mumbai,Telangana,Female
L103068,C51424,2023-01-12,1361757,Education,16.71,60,133806.0,Salaried,440.0,5,34.0,Rejected,No Default,On Time,Chennai,Karnataka,Female
L103069,C52636,2023-09-22,1637370,Home,16.63,36,188556.0,Self-employed,595.0,1,54.6,Rejected,Default,On Time,Mumbai,Delhi,Female
L103070,C53128,2023-09-24,518645,Home,7.89,36,111254.0,Salaried,441.0,2,52.2,Rejected,No Default,On Time,Delhi,Delhi,Female
L103071,C51748,2023-08-15,1591601,Personal,15.02,24,178137.0,Freelancer,389.0,3,40.8,Pending,Default,On Time,Bangalore,Tamil Nadu,Female
L103072,C51289,2023-01-25,562140,Education,17.95,12,86342.0,Self-employed,562.0,1,42.9,Rejected,Default,Missed,Mumbai,Telangana,Female
L103073,C50858,2024-08-05,448280,Vehicle,17.22,24,75097.0,Self-employed,492.0,2,18.2,Pending,Default,On Time,Hyderabad,Tamil Nadu,Female
L103074,C50550,2024-01-24,25496,Home,17.79,36,38857.0,Freelancer,723.0,3,52.7,Pending,No Default,Missed,Bangalore,Tamil Nadu,Female
L103075,C51518,2024-08-09,351252,Personal,18.24,24,160206.0,Salaried,739.0,3,38.8,Approved,No Default,Missed,Hyderabad,Karnataka,Male
L103076,C52503,2024-10-22,1500086,Home,10.73,60,69574.0,Self-employed,601.0,1,23.5,Approved,Default,On Time,Chennai,Tamil Nadu,Male
L103077,C51443,2024-09-01,751712,Vehicle,18.05,36,172741.0,Self-employed,394.0,0,51.7,Rejected,Default,On Time,Bangalore,Tamil Nadu,Male
L103078,C52417,2024-03-16,744757,Business,17.2,60,33785.0,Business Owner,686.0,4,40.0,Approved,No Default,On Time,Chennai,Delhi,Male
L103079,C50471,2024-03-04,1633203,Personal,17.28,60,69448.0,Freelancer,748.0,3,41.9,Approved,No Default,Delayed,Hyderabad,Delhi,Female
L103080,C51960,2024-08-29,1951448,Education,8.7,24,146328.0,Freelancer,710.0,5,7.7,Approved,No Default,Missed,Mumbai,Delhi,Male
L103081,C51206,2024-05-05,895416,Education,13.6,60,71442.0,Salaried,662.0,5,56.3,Pending,No Default,Delayed,Bangalore,Karnataka,Male
L103082,C50087,2024-10-09,505424,Education,11.4,36,67753.0,Self-employed,771.0,5,9.5,Approved,No Default,On Time,Bangalore,Tamil Nadu,Male
L103083,C51693,2024-09-07,1238175,Vehicle,14.53,60,56524.0,Freelancer,668.0,3,21.0,Approved,No Default,Delayed,Mumbai,Karnataka,Female
L103084,C51621,2023-11-15,794036,Business,16.4,60,99966.0,Self-employed,446.0,5,40.1,Pending,No Default,Missed,Delhi,Telangana,Female
